"Item_Number","Set_Name","Year","Theme","Ages","Pieces","Unique_Pieces","Price","Amazon_Price","Pages","Minifigures","Packaging","Weight","Size","Availability"
70838,"Queen Watevra's ‘So-Not-Evil' Space Palace",2019,"THE LEGO MOVIE 2","9+",997,275,99.99,92.95,212,5,"Box",NA,"Small","Retail"
70652,"Stormbringer",2018,"NINJAGO","8-14",493,182,39.99,93.99,108,4,"Box",680,"Small","Retail"
71360,"Adventures with Mario",2020,"LEGO Super Mario","6+",231,114,59.99,93.99,NA,3,"Box",NA,"Small","Retail"
41192,"Azari & The Fire Lion Capture",2018,NA,"8-12",360,147,29.99,94,100,3,"Box",NA,NA,"Retail"
41162,"Ariel, Aurora, and Tiana's Royal Celebration",2019,"Disney","5+",282,131,39.99,94.49,108,3,NA,NA,"Small",NA
70658,"Oni Titan",2018,"NINJAGO","8-14",522,183,49.99,94.8,96,4,"Box",760,"Small",NA
75533,"Boba Fett",2018,"Star Wars","8-14",144,67,29.99,94.95,48,0,"Box",NA,"Small","Retail"
70669,"Cole's Earth Driller ",2019,"NINJAGO","8+",587,216,49.99,94.99,132,4,"Box",950,"Small","Retail"
10907,"World Animals",2019,"DUPLO","2+",121,75,99.99,95.65,48,6,"Box",NA,"Large","Retail"
21042,"Statue of Liberty",2018,"Architecture","16+",1685,146,119.99,97.55,184,0,"Box",1440,"Small","Retail - limited"
10878,"Rapunzel's Tower",2018,"DUPLO","2-5",37,26,29.99,98.99,24,1,"Box",NA,"Large",NA
10266,"NASA Apollo 11 Lunar Lander",2019,"Creator Expert","16+",1087,193,99.99,99.95,124,2,"Box",NA,"Small","LEGO exclusive"
10269,"Harley-Davidson Fat Boy",2019,"Creator Expert","16+",1023,300,99.99,99.95,156,0,"Box",NA,"Small",NA
76122,"Batcave Clayface Invasion",2019,"Batman","8+",1038,333,99.99,99.95,168,6,"Box",NA,"Small","Retail"
21054,"The White House",2020,"Architecture","18+",1483,180,99.99,99.95,188,0,"Box",NA,"Small","Retail - limited"
42111,"Dom's Dodge Charger",2020,"Technic","10+",1077,172,99.99,99.95,236,0,"Box",NA,"Small","Retail - limited"
60262,"Passenger Airplane",2020,"City","6+",669,288,99.99,99.95,273,9,"Box",1770,"Small","Retail"
41430,"Summer Fun Water Park",2020,"Friends","8+",1001,394,99.99,99.95,316,4,"Box",NA,"Small","Retail"
31109,"Pirate Ship",2020,"Creator 3-in-1","9+",1264,359,99.99,99.95,428,4,"Box",2040,"Small","Retail"
75536,"Range Trooper",2018,"Star Wars","7-14",101,51,24.99,99.99,48,0,"Box",NA,"Small","Retail"
70830,"Sweet Mayhem's Systar Starship!",2019,"THE LEGO MOVIE 2","9+",502,188,69.99,99.99,100,3,"Box",910,"Small","Retail"
75941,"Indominus rex vs. Ankylosaurus",2020,"Jurassic World","8+",537,216,99.99,99.99,112,5,"Box",NA,"Small","Retail"
10277,"Crocodile Locomotive",2020,"Creator Expert","18+",1271,212,99.99,99.99,132,2,"Box",1540,"Small","Retail - limited"
75969,"Hogwarts Astronomy Tower",2020,"Harry Potter","9+",971,310,99.99,99.99,172,8,"Box",NA,"Small","Retail"
75954,"Hogwarts Great Hall",2018,"Harry Potter","9-14",878,284,99.99,99.99,184,10,"Box",1660,"Small","Retail"
10267,"Gingerbread House",2019,"Creator Expert","12+",1477,321,99.99,99.99,196,2,"Box",1450,"Small","Retail - limited"
70835,"Rex's Rexplorer!",2019,"THE LEGO MOVIE 2","9+",1187,299,119.99,99.99,208,2,"Box",1660,"Small","Retail"
42108,"Mobile Crane",2020,"Technic","10+",1292,144,99.99,99.99,272,0,"Box",NA,"Small","Retail"
70437,"Mystery Castle",2020,"Hidden Side","9+",1035,335,99.99,99.99,296,5,"Box",NA,"Small","Retail"
60246,"Police Station",2020,"City","6+",743,298,99.99,99.99,345,7,"Box",1850,"Small","Retail"
60258,"Tuning Workshop",2020,"City","6+",897,411,99.99,99.99,389,7,"Box",1630,"Small","Retail"
70424,"Ghost Train Express",2019,"Hidden Side","8+",698,268,79.99,100.63,136,6,"Box",NA,"Small","Retail"
75202,"Defense of Crait",2018,"Star Wars","9-14",746,289,84.99,103.99,144,4,"Box",NA,"Small","Retail"
75219,"Imperial AT-Hauler",2018,"Star Wars","9-14",829,206,99.99,106.54,148,5,"Box",1400,"Small","Retail"
60196,"Arctic Supply Plane",2018,"City","7-12",707,239,79.99,107.69,132,4,"Box",1210,"Small","Retail - limited"
70641,"Ninja Nightcrawler",2018,"NINJAGO","9-14",552,205,39.99,107.89,124,3,"Box",770,"Small","Retail"
75933,"T. Rex Transport",2018,"Jurassic World","7-12",609,174,69.99,108.89,156,3,"Box",1130,"Small",NA
21046,"Empire State Building",2019,"Architecture","16+",1767,128,129.99,113,140,0,"Box",NA,"Small","Retail - limited"
75217,"Imperial Conveyex Transport",2018,"Star Wars","8-14",622,187,89.99,115.99,120,4,"Box",1010,"Small","Retail"
70677,"Land Bounty",2019,"NINJAGO","9+",1178,400,129.99,116.83,252,9,"Box",NA,"Small","Retail"
41375,"Heartlake City Amusement Pier",2019,"Friends","8+",1251,433,129.99,116.99,316,7,"Box",NA,"Small","Retail"
72006,"Axl's Rolling Arsenal",2018,NA,"8-14",604,191,59.99,117.24,124,4,"Box",NA,NA,"Retail"
76098,"Speed Force Freeze Pursuit",2018,"DC","6-12",271,138,29.99,119.95,80,4,"Box",460,"Small","Retail"
76153,"Avengers Helicarrier",2020,"Marvel","9+",1244,355,119.99,119.95,220,8,"Box",NA,"Small","Retail"
31197,"Andy Warhol's Marilyn Monroe",2020,"LEGO Art","18+",3341,27,119.99,119.95,NA,0,"Box",NA,"Small","LEGO exclusive"
75243,"Slave I - 20th Anniversary Edition",2019,"Star Wars","10+",1007,293,119.99,119.97,164,6,"Box",NA,"Small","Retail"
31198,"The Beatles",2020,"LEGO Art","18+",2933,35,119.99,119.99,NA,0,"Box",NA,"Small","LEGO exclusive"
31200,"Star Wars The Sith",2020,"LEGO Art","18+",3406,32,119.99,119.99,NA,0,"Box",NA,"Small","LEGO exclusive"
70653,"Firstbourne",2018,"NINJAGO","9-14",882,337,69.99,124,172,6,"Box",1290,"Small","Retail"
76103,"Corvus Glaive Thresher Attack",2018,"Marvel","7-14",416,168,39.99,124.75,124,5,"Box",NA,"Small","Retail"
42079,"Heavy Duty Forklift",2018,"Technic","9-16",592,109,69.99,124.99,232,0,"Box",1250,"Small","Retail"
42096,"Porsche 911 RSR",2019,"Technic","10+",1580,178,149.99,127.4,296,0,"Box",2250,"Small","Retail"
10875,"Cargo Train",2018,"DUPLO","2-5",105,68,119.99,128.95,64,3,"Box",2860,"Large","Retail"
42076,"Hovercraft",2018,"Technic","9-16",1020,139,89.99,128.99,349,0,"Box",NA,"Small",NA
42109,"App-Controlled Top Gear Rally Car",2020,"Powered UP","9+",463,93,129.99,129.95,120,0,"Box",NA,"Small","Retail"
75256,"Kylo Ren's Shuttle",2019,"Star Wars","10+",1005,271,129.99,129.95,184,6,"Box",NA,"Small","Retail"
75251,"Darth Vader's Castle",2019,"Star Wars","9+",1060,285,129.99,129.99,188,5,"Box",NA,"Small","Retail"
75889,"Ferrari Ultimate Garage",2018,"Speed Champions","8-14",841,309,99.99,129.99,200,7,"Box",1250,"Small","Retail"
70425,"Newbury Haunted High School",2019,"Hidden Side","9+",1474,482,129.99,129.99,308,8,"Box",NA,"Small","Retail"
75292,"The Razor Crest",2020,"Star Wars","10+",1023,277,129.99,129.99,NA,2,"Box",NA,"Small","Retail"
75230,"Porg",2018,"Star Wars","9-14",811,189,69.99,131.99,144,0,"Box",910,"Small","Retail"
42094,"Tracked Loader",2019,"Technic","10+",827,128,79.99,134.2,140,0,"Box",1130,"Small","Retail"
60197,"Passenger Train",2018,"City","6-12",677,165,159.99,134.99,230,4,"Box",2050,"Small","Retail"
60229,"Rocket Assembly &Transport",2019,"City","7+",1055,364,149.99,134.99,340,8,"Box",2380,"Small","Retail"
75929,"Carnotaurus Gyrosphere Escape",2018,"Jurassic World","7-12",577,226,79.99,136.95,140,3,"Box",1190,"Small","Retail"
72004,"Tech Wizard Showdown",2018,NA,"8-14",506,197,39.99,138.99,116,3,"Box",NA,NA,"Retail"
41152,"Sleeping Beauty's Fairytale Castle",2018,"Disney","6-12",322,171,39.99,139.9,84,3,"Box",NA,"Small","Retail"
76112,"App-Controlled Batmobile",2018,"DC","8+",321,114,99.99,139.95,108,1,"Box",820,"Small","Retail"
21146,"The Skeleton Attack",2018,"Minecraft","8+",457,136,39.99,142.98,100,3,"Box",NA,"Small","Retail"
41339,"Mia's Camper Van",2018,"Friends","7-12",488,222,54.99,142.99,116,2,"Box",910,"Small","Retail"
60174,"Mountain Police Headquarters",2018,"City","6-12",663,324,89.99,146.48,272,7,"Box",1730,"Small","Retail"
41193,"Aira & the Song of the Wind Dragon",2018,NA,"8-12",451,200,39.99,146.67,48,3,"Box",NA,NA,"Retail"
75233,"Droid Gunship",2019,"Star Wars","8+",389,150,49.99,149.99,84,3,"Box",650,"Small","Retail"
10265,"Ford Mustang",2019,"Creator Expert","16+",1471,358,149.99,149.99,212,0,"Box",NA,"Small","LEGO exclusive"
60266,"Ocean Exploration Ship",2020,"City","7+",745,314,149.99,149.99,229,8,"Box",2280,"Small","Retail"
70923,"The Bat-Space Shuttle",2018,"DC","8-14",643,239,79.99,153,124,6,"Box",NA,"Small","Retail"
21313,"Ship in a Bottle",2018,"Ideas","12+",962,124,69.99,154,156,0,"Box",NA,"Small","Retail - limited"
60195,"Arctic Mobile Exploration Base",2018,"City","7-12",786,255,119.99,155.29,236,6,"Box",1560,"Small","Retail"
42080,"Forest Harvester",2018,"Technic","10-16",1003,157,149.99,156.99,388,0,"Box",1690,"Small","Retail"
41154,"Cinderella's Dream Castle",2018,"Disney","6-12",585,218,69.99,158.9,132,2,"Box",1140,"Small","Retail"
75257,"Millennium Falcon",2019,"Star Wars","9+",1353,352,159.99,159.95,268,7,"Box",NA,"Small","Retail"
70642,"Killow vs. Samurai X",2018,"NINJAGO","8-14",556,220,49.99,159.98,128,3,"Box",NA,"Small","Retail"
41345,"Heartlake City Pet Centre",2018,"Friends","6-12",474,234,59.99,159.99,108,3,"Box",990,"Small","Retail"
42077,"Rally Car",2018,"Technic","10-16",1005,152,109.99,161.03,364,0,NA,1700,"Small",NA
21147,"The Bedrock Adventures",2018,"Minecraft","8+",644,168,89.99,161.95,108,4,"Box",1270,"Small","Retail"
41195,"Emily & Noctura's Showdown",2018,NA,"8-12",650,246,49.99,162.49,144,4,"Box",NA,NA,"Retail"
75218,"X-wing Starfighter",2018,"Star Wars","8-14",730,224,79.99,162.99,120,4,"Box",1060,"Small","Retail"
42097,"Compact Crawler Crane",2019,"Technic","10+",920,102,99.99,168,344,0,"Box",NA,"Small",NA
31084,"Pirate Roller Coaster",2018,"Creator 3-in-1","9-14",923,277,89.99,169,324,5,"Box",1940,"Small","Retail"
75221,"Imperial Landing Craft",2018,"Star Wars","9-14",636,191,89.99,172.89,108,5,"Box",1170,"Small","Retail"
41196,"The Elvenstar Tree Bat Attack",2018,NA,"8-12",883,372,79.99,173.49,220,5,"Box",NA,NA,"Retail"
42081,"Volvo Concept Wheel Loader ZEUX",2018,"Technic","10-16",1167,143,139.99,173.98,504,0,"Box",2420,"Small","Retail"
42110,"Land Rover Defender",2019,"Technic","11+",2573,262,199.99,178.16,496,0,"Box",NA,"Small","Retail"
42098,"Car Transporter",2019,"Technic","11+",2493,190,179.99,179.96,961,0,"Box",NA,"Small",NA
10270,"Bookshop",2020,"Creator Expert","16+",2504,561,179.99,179.99,216,5,"Box",2950,"Small","Retail - limited"
60198,"Cargo Train",2018,"City","6-12",1227,410,229.99,181.21,362,6,"Box",3030,"Small","Retail"
41340,"Friendship House",2018,"Friends","6-12",722,309,69.99,184.99,164,3,"Box",1140,"Small","Retail"
10268,"Vestas Wind Turbine",2018,"Creator Expert","12+",826,230,199.99,190.04,148,3,"Box",2160,"Small","Retail - limited"
76105,"The Hulkbuster: Ultron Edition",2018,"Marvel","14+",1363,268,119.99,196.87,184,1,"Box",NA,"Small","LEGO exclusive"
70655,"Dragon Pit",2018,"NINJAGO","9-14",1660,424,129.99,197.38,244,9,"Box",2650,"Small","Retail"
76108,"Sanctum Sanctorum Showdown",2018,"Marvel","8-14",1004,312,99.99,197.52,220,5,"Box",1590,"Small","Retail"
75253,"Droid Commander",2019,"Star Wars","8+",1177,343,199.99,199.95,25,0,"Box",NA,"Small","Retail"
21144,"The Farm Cottage ",2018,"Minecraft","8+",549,157,49.99,199.95,116,3,"Box",NA,"Small","Retail"
75810,"The Upside Down",2019,"Stranger Things","16+",2287,533,199.99,199.95,300,8,"Box",NA,"Small","LEGO exclusive"
41194,"Noctura's Tower & the Earth Fox Rescue ",2018,NA,"9-12",646,227,59.99,199.99,44,4,"Box",NA,NA,"Retail"
10264,"Corner Garage",2019,"Creator Expert","16+",2569,564,199.99,199.99,236,6,"Box",3040,"Small","LEGO exclusive"
75244,"Tantive IV",2019,"Star Wars","12+",1768,387,199.99,199.99,260,6,"Box",NA,"Small","LEGO exclusive"
75275,"A-wing Starfighter",2020,"Star Wars","18+",1673,355,199.99,199.99,272,1,"Box",NA,"Small","Retail"
21322,"Pirates of Barracuda Bay",2020,"Ideas","16+",2545,575,199.99,199.99,460,10,"Box",4430,"Small","Retail - limited"
75211,"Imperial TIE Fighter",2018,"Star Wars","9-14",519,129,69.99,203.97,76,4,"Box",890,"Small","Retail"
75930,"Indoraptor Rampage at Lockwood Estate",2018,"Jurassic World","8-12",1019,257,129.99,206.05,176,6,"Box",1890,"Small","Retail"
60204,"City Hospital",2018,"City","6-12",861,362,99.99,209.45,329,13,"Box",1670,"Small","Retail"
70654,"Dieselnaut",2018,"NINJAGO","9-14",1179,308,109.99,214.93,156,7,"Box",1750,"Small","Retail"
75220,"Sandcrawler",2018,"Star Wars","9-14",1239,277,139.99,219.98,188,6,"Box",1770,"Small","Retail"
42099,"4x4 X-Treme Off-Roader",2019,"Powered UP","11+",958,131,249.99,229.95,224,0,"Box",NA,"Small","Retail"
70839,"The Rexcelsior!",2019,"THE LEGO MOVIE 2","10+",1826,377,149.99,229.99,276,4,"Box",NA,"Small","Retail"
41347,"Heartlake City Resort",2018,"Friends","7-12",1017,326,99.99,230,208,4,"Box",1950,"Small","Retail"
75288,"AT-AT",2020,"Star Wars","10+",1267,285,159.99,237.9,188,0,"Box",NA,"Small","Retail"
60188,"Mining Experts Site",2018,"City","7-12",883,284,99.99,239.97,244,6,"Box",1890,"Small","Retail"
60200,"Capital City",2018,"City","6-12",1211,489,149.99,244.87,441,13,"Box",2420,"Small","Retail - limited"
42114,"6x6 Volvo Articulated Hauler",2020,"Technic","11+",2193,234,249.99,249.99,456,0,"Box",NA,"Small","Retail"
10260,"Downtown Diner",2018,"Creator Expert","16+",2480,508,169.99,250.98,200,6,"Box",NA,"Small","LEGO exclusive"
75212,"Kessel Run Millennium Falcon",2018,"Star Wars","9-14",1414,318,169.99,254.96,208,7,"Box",2570,"Small","Retail"
70643,"Temple of Resurrection",2018,"NINJAGO","8-14",765,297,69.99,255.95,144,8,"Box",NA,"Small","Retail"
42082,"Rough Terrain Crane",2018,"Technic","11+",4057,262,299.99,284.93,1527,0,"Box",6100,"Small","Retail"
10272,"Old Trafford - Manchester United",2020,"Creator Expert","16+",3898,332,299.99,299.95,368,0,"Box",NA,"Small","LEGO exclusive"
10869,"Farm Adventures",2018,"DUPLO","2-5",104,42,59.99,299.99,40,3,"Box",NA,"Large",NA
42078,"Mack Anthem",2018,"Technic","11-16",2595,253,179.99,330,897,0,"Box",3460,"Small","Retail"
42083,"Bugatti Chiron",2018,"Technic","16+",3599,306,349.99,339.95,633,0,"Box",5920,"Small","Retail"
10261,"Roller Coaster",2018,"Creator Expert","16+",4124,556,379.99,379.95,440,11,"Box",5800,"Small","Retail - limited"
21311,"Voltron",2018,"Ideas","16+",2321,471,179.99,388.99,92,0,"Box",NA,"Small","Retail - limited"
71043,"Hogwarts Castle",2018,"Harry Potter","16+",6020,624,399.99,399.99,636,28,"Box",NA,"Small","LEGO exclusive"
70657,"NINJAGO City Docks",2018,"NINJAGO","12+",3553,690,229.99,440,380,14,"Box",4610,"Small","Retail"
42100,"Liebherr R 9800",2019,"Powered UP","12+",4108,221,449.99,443.22,740,0,NA,NA,"Small",NA
75222,"Betrayal at Cloud City",2018,"Star Wars","14+",2812,676,349.99,668.18,388,19,"Box",NA,"Small","LEGO exclusive"
75252,"Imperial Star Destroyer",2019,"Star Wars","16+",4784,445,699.99,699.95,444,2,"Box",NA,"Small","LEGO exclusive"
40362,"Battle of Endor",2019,"Star Wars","8+",197,40,14.99,NA,1,0,"Box",NA,"Small","Promotional"
30545,"Fish Free Builds - Make It Yours",2019,NA,"5+",39,22,NA,NA,2,0,"Polybag",NA,NA,"LEGO exclusive"
30548,"Build Your Own Birds - Make it Yours",2020,NA,"5+",26,15,NA,NA,2,0,"Polybag",10,NA,"LEGO exclusive"
30556,"Mini Frame",2020,"DOTS","6+",85,13,4.99,NA,2,0,"Polybag",NA,"Small","LEGO exclusive"
40315,"Ninjago Board Game",2018,NA,"6+",49,28,NA,NA,2,0,"Polybag",NA,NA,NA
40320,"Plants From Plants",2018,NA,"6+",29,5,4.99,NA,2,0,"Box",60,NA,"LEGO exclusive"
40435,"Plants from Plants",2019,NA,"6+",29,5,NA,NA,2,0,"Box",NA,NA,"Not sold"
81001,"Shark Skin",2019,NA,"NA",NA,NA,NA,NA,2,0,NA,NA,NA,NA
81002,"Splash Koi Skin",2019,NA,"12+",33,NA,NA,NA,2,0,NA,NA,NA,NA
81003,"Ink Koi Skin",2019,NA,"NA",NA,NA,NA,NA,2,0,NA,NA,NA,NA
41914,"Creative Picture Frames",2020,"DOTS","6+",398,31,19.99,NA,2,0,NA,NA,"Small","Retail"
30326,"Farm - Girl",2018,"DUPLO","1½-5",4,NA,3.49,NA,3,0,NA,NA,"Large",NA
30327,"My First Duck",2019,NA,"NA",6,6,NA,NA,3,0,"Polybag",NA,NA,NA
30328,"Town Rescue - Bird",2019,NA,"NA",NA,NA,NA,NA,3,0,NA,NA,NA,NA
30329,"My First Giraffe",2020,NA,"NA",5,4,NA,NA,3,0,"Polybag",NA,NA,NA
30330,"Birthday Cake",2020,NA,"NA",9,8,NA,NA,3,0,"Polybag",NA,NA,NA
30339,"Traffic Light Patrol",2018,NA,"NA",30,24,NA,NA,3,1,"Polybag",NA,NA,NA
30340,"Emmet's 'Piece' Offering",2019,NA,"6+",44,18,NA,NA,3,1,"Polybag",NA,NA,NA
30341,"Monkie Kid's Delivery Bike",2020,"Monkie Kid","5+",22,18,4.99,NA,3,1,"Polybag",NA,"Small","LEGO exclusive"
30356,"Hot Dog Stand",2018,NA,"5 - 12",43,34,NA,NA,3,1,"Polybag",NA,NA,"Promotional"
30357,"Road Worker",2018,"City","5-12",58,33,3.99,NA,3,1,"Polybag",40,"Small","Retail - limited"
30358,"Dragster",2018,NA,"5-12",40,30,3.99,NA,3,1,"Polybag",40,NA,"Retail - limited"
30359,"Police Water Plane",2018,"City","5-12",48,36,3.99,NA,3,1,"Polybag",40,"Small","Retail - limited"
30360,"Arctic Ice Saw",2018,"City","5-12",43,34,3.99,NA,3,1,"Polybag",40,"Small","Retail - limited"
30361,"Fire ATV",2019,NA,"5+",39,26,3.99,NA,3,1,"Polybag",40,NA,"Promotional"
30362,"Sky Police Jetpack",2019,NA,"5+",33,27,NA,NA,3,2,"Polybag",30,NA,NA
30363,"Race Boat",2019,NA,"5+",34,29,NA,NA,3,1,"Polybag",30,NA,"Retail - limited"
30364,"Popcorn Cart",2019,NA,"5+",43,26,NA,NA,3,1,"Polybag",40,NA,"Retail"
30365,"Space Satellite",2019,"City","5+",36,24,3.99,NA,3,1,"Polybag",30,"Small","Retail - limited"
30366,"Police Car",2020,NA,"5+",37,23,NA,NA,3,1,"Polybag",30,NA,"Retail - limited"
30367,"Police Helicopter",2020,NA,"5+",39,31,NA,NA,3,1,"Polybag",NA,NA,"Retail - limited"
30368,"Fire Rescue Water Scooter",2020,NA,"5+",33,26,NA,NA,3,1,"Polybag",40,NA,"Retail - limited"
30369,"Beach Buggy",2020,"City","5+",45,29,4.99,NA,3,1,"Polybag",40,"Small","Retail - limited"
30381,"Imperial TIE Fighter",2018,NA,"NA",42,20,NA,NA,3,0,"Polybag",NA,NA,NA
30382,"Baby Velociraptor Playpen",2018,"Jurassic World","6-12",48,25,3.99,NA,3,0,"Polybag",NA,"Small","Promotional"
30383,"Naboo Starfighter",2019,NA,"NA",48,33,NA,NA,3,0,"Polybag",NA,NA,NA
30384,"Snowspeeder",2019,NA,"6+",49,25,NA,NA,3,0,"Polybag",NA,NA,"Retail"
30386,"Poe Dameron's X-wing Fighter",2020,NA,"NA",72,27,NA,NA,3,0,"Polybag",NA,NA,NA
30393,"Steve and Creeper Set",2019,NA,"NA",36,30,NA,NA,3,2,"Polybag",NA,NA,NA
30394,"The Skeleton Defense",2020,NA,"NA",NA,24,NA,NA,3,2,"Polybag",NA,NA,NA
30403,"Olivia's Remote Control Boat",2018,"Friends","6-10",25,23,3.99,NA,3,1,"Polybag",NA,"Small","Retail - limited"
30404,"Friendship Flower",2018,"Friends","7-12",100,22,NA,NA,3,0,"Polybag",NA,"Small","LEGO exclusive"
30405,"Stephanie's Hockey Practice",2018,NA,"6 - 10",35,27,NA,NA,3,1,"Polybag",NA,NA,NA
30406,"Unikitty Roller Coaster Wagon",2018,"Unikitty!","5-10",46,28,3.99,NA,3,1,"Polybag",NA,"Small",NA
30407,"Harry's Journey to Hogwarts",2018,NA,"6+",40,22,NA,NA,3,1,"Polybag",NA,NA,"Retail - limited"
30408,"Tulips",2019,NA,"NA",90,28,NA,NA,3,0,"Polybag",NA,NA,NA
30409,"Emma's Bumper Cars",2019,NA,"NA",66,34,NA,NA,3,1,"Polybag",NA,NA,"Retail - limited"
30410,"Mia's Water Fun",2019,NA,"5+",28,24,3.99,NA,3,1,"Polybag",NA,NA,NA
30411,"Chocolate Box & Flower",2020,"Friends","5+",75,32,4.99,NA,3,0,"Polybag",NA,"Small","Retail - limited"
30412,"Park Picnic",2020,NA,"NA",NA,29,NA,NA,3,1,"Polybag",NA,NA,NA
30450,"Royal Talon Fighter",2018,"Marvel","6-12",59,25,3.99,NA,3,0,"Polybag",NA,"Small","Retail - limited"
30451,"Spider-Man's Mini Spider Crawler",2019,NA,"NA",73,21,NA,NA,3,1,"Polybag",NA,NA,NA
30452,"Iron Man and Dum-E",2019,NA,"6+",38,28,NA,NA,3,1,"Polybag",NA,NA,NA
30453,"Captain Marvel and Nick Fury",2020,NA,"6+",32,28,NA,NA,3,2,"Polybag",NA,NA,NA
30460,"Rex's Plantimal Ambush",2019,"THE LEGO MOVIE 2","6+",32,23,3.99,NA,3,1,"Polybag",NA,"Small","Retail - limited"
30461,"Podracer",2019,NA,"6+",58,24,NA,NA,3,0,"Polybag",NA,NA,NA
30463,"Chef Enzo's Haunted Hotdogs",2020,NA,"NA",NA,25,NA,NA,3,1,"Polybag",NA,NA,NA
30464,"El Fuego's Stunt Cannon",2020,NA,"NA",NA,28,NA,NA,3,1,"Polybag",NA,NA,NA
30498,"Imperial AT-Hauler",2018,NA,"NA",49,23,NA,NA,3,0,"Polybag",NA,NA,NA
30525,"The Guardians' Ship",2018,"Marvel","6-12",69,36,3.99,NA,3,0,"Polybag",NA,"Small",NA
30526,"The Mini Ultimate Batmobile",2018,NA,"7 - 14",84,39,NA,NA,3,0,"Polybag",NA,NA,NA
30527,"Lucy vs. Alien Invader",2019,NA,"NA",44,25,NA,NA,3,1,"Polybag",NA,NA,NA
30528,"Mini Master-Building MetalBeard",2019,NA,"6+",42,30,NA,NA,3,1,"Polybag",NA,NA,"Retail"
30529,"Mini Master-Building Emmet",2019,NA,"6+",49,33,NA,NA,3,1,"Polybag",NA,NA,"Retail - limited"
30530,"WU-CRU Target Training",2018,NA,"6 - 12",46,26,NA,NA,3,2,"Polybag",NA,NA,NA
30531,"Sons of Garmadon",2018,NA,"NA",33,24,NA,NA,3,1,"Polybag",NA,NA,NA
30532,"Turbo",2018,NA,"NA",61,32,NA,NA,3,1,"Polybag",NA,NA,NA
30533,"Sam-X",2019,NA,"NA",56,23,NA,NA,3,0,"Polybag",NA,NA,NA
30534,"Ninja Workout",2019,NA,"6+",31,23,NA,NA,3,1,"Polybag",NA,NA,NA
30535,"Fire Flight",2019,NA,"6+",54,30,NA,NA,3,1,"Polybag",NA,NA,NA
30536,"Combo Charger",2020,NA,"NA",NA,35,NA,NA,3,0,"Polybag",NA,NA,NA
30537,"Merchant Avatar Jay",2020,NA,"NA",NA,29,NA,NA,3,1,"Polybag",NA,NA,NA
30540,"Yellow Flyer",2018,NA,"6 - 12",43,29,NA,NA,3,0,"Polybag",NA,NA,NA
30543,"Christmas Train",2018,NA,"6 - 12",66,29,NA,NA,3,0,"Polybag",40,NA,"Retail - limited"
30547,"Dragon Hunter",2018,NA,"7 - 12",61,35,NA,NA,3,1,"Polybag",NA,NA,NA
30549,"Build Your Own Vehicles - Make it Yours",2020,NA,"NA",NA,24,NA,NA,3,0,"Polybag",NA,NA,NA
30550,"Easter Bunny",2020,NA,"6+",67,33,4.99,NA,3,0,"Polybag",40,NA,"Retail - limited"
30552,"Ariel's Underwater Symphony",2018,NA,"5 - 10",51,33,NA,NA,3,1,"Polybag",30,NA,NA
30553,"Elsa's Winter Throne",2019,NA,"5+",42,29,NA,NA,3,1,"Polybag",NA,NA,"Retail - limited"
30554,"Cinderella Mini Castle",2020,NA,"NA",NA,32,NA,NA,3,1,"Polybag",NA,NA,NA
30555,"Poppy's Carriage",2020,"Trolls World Tour","6+",51,30,4.99,NA,3,1,"Polybag",NA,"Small","Retail - limited"
30571,"Pelican",2019,NA,"6+",62,33,NA,NA,3,0,"Polybag",40,NA,"Retail - limited"
30572,"Race Car",2019,NA,"NA",68,31,NA,NA,3,0,"Polybag",NA,NA,NA
30573,"Santa",2019,NA,"6+",67,35,NA,NA,3,0,"Polybag",40,NA,"LEGO exclusive"
30574,"Cat",2020,NA,"6+",55,21,NA,NA,3,0,"Polybag",30,NA,"Retail - limited"
30575,"Train",2020,NA,"6+",NA,36,NA,NA,3,0,"Polybag",NA,NA,NA
30615,"Edna Mode",2018,NA,"NA",4,4,NA,NA,3,1,"Polybag",NA,NA,"Promotional"
30620,"Star-Stuck Emmet",2019,NA,"6+",41,29,NA,NA,3,1,"Polybag",NA,NA,"Promotional"
40276,"Walrus",2018,NA,"NA",55,21,NA,NA,3,0,"Polybag",NA,NA,"LEGO exclusive"
40277,"Car and petrol pump",2018,NA,"NA",44,28,NA,NA,3,0,"Polybag",NA,NA,"LEGO exclusive"
40278,"Lamb",2018,NA,"NA",45,27,NA,NA,3,0,"Polybag",NA,NA,"LEGO exclusive"
40279,"Frog",2018,NA,"NA",43,18,NA,NA,3,0,"Polybag",NA,NA,"LEGO exclusive"
40280,"Tractor",2018,NA,"NA",38,25,NA,NA,3,0,"Polybag",NA,NA,"LEGO exclusive"
40281,"Surfer Dragon",2018,NA,"NA",43,27,NA,NA,3,0,"Polybag",NA,NA,"LEGO exclusive"
40282,"BBQ",2018,NA,"NA",37,22,NA,NA,3,0,"Polybag",NA,NA,"LEGO exclusive"
40283,"Snail",2018,NA,"NA",37,19,NA,NA,3,0,"Polybag",NA,NA,"LEGO exclusive"
40284,"Glider",2018,NA,"NA",29,24,NA,NA,3,0,"Polybag",NA,NA,"LEGO exclusive"
40285,"Scarecrow",2018,NA,"NA",24,15,NA,NA,3,0,"Polybag",NA,NA,"LEGO exclusive"
40286,"Ice Dragon",2018,NA,"NA",50,17,NA,NA,3,0,"Polybag",NA,NA,"LEGO exclusive"
